codigo,descricao,local,quantidade,est_mk,pend_mk,est_moleri,pend_moleri,est_cm,pend_cm,est_olimpo,pend_olimpo,preco,inventario_id
G15271560A440GB,"G1527 15X6,0 4X98 ET40 GRAFITE BRILHANTE",Planilha,24,24,0,0,0,0,0,0,0,0,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G15271560A440SS,G1527 15X6 4X98 ET40 SILVER STAR,Planilha,0,0,0,0,0,0,0,0,0,0,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G161670R635BD,"G16 16X7,0 6X139 ET35 BLACK DIAMOND",Planilha,68,68,0,4,0,0,0,16,0,510,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G17391770R635BD,"G1739 17X7,0 6X139 ET35 BLACK DIAMOND",Planilha,24,24,0,4,0,0,0,8,0,575,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G17411760B432GF,"G1741 17X6,0 4X100 ET32 GRAFITE FOSCO",Planilha,40,40,0,0,0,0,0,0,0,460,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G17411760B432SS,"G1741 17X6,0 4X100 ET32 SILVER STAR",Planilha,170,170,0,4,0,0,0,8,0,460,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G1801770B438SS,"G180 17X7,0 4X100 ET38 SILVER STAR",Planilha,24,24,0,0,0,0,0,12,0,700,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G18101760499HD,"G1810 17X6,0 4X99 ET38 HYPER DIAMOND",Planilha,136,136,0,0,0,0,0,8,0,512.5,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G18101860B432HD,"G1810 18X6,0 4X100 ET32 HYPER DIAMOND",Planilha,57,57,0,0,0,0,0,4,0,600,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G181880R620SS,"G18 18X8,0 6X139,7 ET20 SILVER STAR",Planilha,35,35,0,0,0,0,0,0,0,700,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G182085R68SS,"G18 20X8,5 6X139 ET8 SILVER STAR",Planilha,8,8,0,0,0,0,0,0,0,0,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G201020805100BD,"G2010 20X8,0 5X100 ET50 BLACK DIAMOND",Planilha,0,0,0,0,0,0,0,4,0,850,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G201020805100BDS,"G2010 20X8,0 5X100 ET50 BLACK DIAM SMOKE",Planilha,0,0,0,0,0,0,0,0,0,850,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G201020805112BD,"G2010 20X8,0 5X112 ET50 BLACK DIAMOND",Planilha,0,0,0,0,0,0,0,4,0,850,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G201020805112BDS,"G2010 20X8,0 5X112 ET50 BLACK DIAM SMOKE",Planilha,24,24,0,0,0,0,0,0,0,850,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G31460B4D38SD,"G03 14X6,0 4X100 ET38 D SILVER DIAMOND",Planilha,84,84,0,4,0,0,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717704108BF,"G37 17X7,0 4X108 ET35 BLACK FOSCO",Planilha,12,12,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717704108OURO,"G37 17X7,0 4X108 ET35 OURO VELHO",Planilha,0,0,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G371770499BF,"G37 17X7,0 4X99 ET35 BLACK FOSCO",Planilha,12,12,0,0,0,0,0,4,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G371770499GB,"G37 17X7,0 4X99 ET35 GRAPHITE BRILHANTE",Planilha,0,0,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G371770499OURO,"G37 17X7,0 4X99 ET35 OURO VELHO",Planilha,0,0,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G371770499SS,"G37 17X7,0 4X99 ET35 SILVER STAR",Planilha,1,1,0,0,0,0,0,4,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717705100BF,"G37 17X7,0 5X100 ET35 BLACK FOSCO",Planilha,8,8,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717705100GB,"G37 17X7,0 5X100 ET35 GRAPHITE BRILHANTE",Planilha,4,4,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717705100OURO,"G37 17X7,0 5X100 ET35 OURO VELHO",Planilha,0,0,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717705100SS,"G37 17X7,0 5X100 ET35 SILVER STAR",Planilha,16,16,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717705105GB,"G37 17X7,0 5X105 ET35 GRAPHITE BRILHANTE",Planilha,8,8,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717705108GB,"G37 17X7,0 5X108 ET35 GRAPHITE BRILHANTE",Planilha,0,0,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717705113BF,"G37 17X7,0 5X113 ET35 BLACK FOSCO",Planilha,0,0,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717705113GB,"G37 17X7,0 5X113 ET35 GRAPHITE BRILHANTE",Planilha,0,0,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717705113OURO,"G37 17X7,0 5X113 ET35 OURO VELHO",Planilha,4,4,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G3717705113SS,"G37 17X7,0 5X113 ET35 SILVER STAR",Planilha,7,7,0,0,0,0,0,0,0,475,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G371770D435GB,"G37 17X7,0 4X108 ET35 GRAFITE BRILHANTE",Planilha,0,0,0,0,0,0,0,0,0,0,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G61860B435SS,"G06 18X6,0 4X100 ET35 SILVER STAR",Planilha,0,0,0,0,0,0,0,0,0,700,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G71760B435SS,"G07 17X6,0 4X100 ET35 SILVER STAR",Planilha,79,79,0,0,0,0,0,4,0,460,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G71770F540SS,"G07 17X7,0 5X112 ET40 SILVER STAR",Planilha,16,16,0,4,0,0,0,0,0,460,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G871460G518SD,"G87 14X6,0 5X114 ET18 SILVER DIAMONO",Planilha,80,80,0,0,0,0,0,0,0,0,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G871570G525,"G87 15X7,0 5X114 ET25",Planilha,11,11,0,0,0,0,0,0,0,550,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G871570G525P,"G87 15X7,0 5X114 ET25 POLIDA",Planilha,11,11,0,0,0,0,0,0,0,750,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
G871570G525SD,"G87 15X7,0 5X114 ET25 SILVER DIAMOND",Planilha,11,11,0,0,0,0,0,0,0,550,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
GAUCHA1510P4P25,GAUCHA 15X10 4X130 ET-25,Planilha,3,3,0,0,0,0,0,0,0,700,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K151560O436B,"K15 15X6,0 4X100/108 ET36 BLACK F.L",Planilha,0,0,0,4,0,0,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K271355A436BD,"K27 13X5,5 4X98 ET36 BLACK DIAMOND",Planilha,12,12,0,8,0,0,8,0,4,290,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K271355B436BD,"K27 13X5,5 4X100 ET36 BLACK DIAMOND",Planilha,5,5,25,4,0,0,8,4,4,290,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K271355D436BD,"K27 13X5,5 4X108 ET36 BLACK DIAMOND",Planilha,16,16,0,8,0,0,4,4,4,290,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K271460B440BD,"K27 14X6,0 4X100 ET40 BLACK DIAMOND",Planilha,12,12,0,4,0,8,0,8,0,316,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K271460D440BD,"K27 14X6,0 4X108 ET40 BLACK DIAMOND",Planilha,17,17,0,8,0,8,0,0,8,316,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K271460D440GD,"K27 14X6,0 4X108 ET40 GRAPHITE DIAMOND",Planilha,4,4,0,0,0,0,0,0,0,316,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K271560B440BD,"K27 15X6,0 4X100 ET40 BLACK DIAMOND",Planilha,14,14,0,4,0,0,4,4,4,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K271560B440GD,"K27 15X6,0 4X100 ET40 GRAPHITE DIAMOND",Planilha,6,6,2,0,0,0,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K271560D440BD,"K27 15X6,0 4X108 ET40 BLACK DIAMOND",Planilha,8,8,0,4,0,4,0,12,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K271560D440GD,"K27 15X6,0 4X108 ET40 GRAPHITE DIAMOND",Planilha,4,4,0,0,0,0,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K341460D440BD,"K34 14X6,0 4X108 ET40 BLACK DIAMOND F.L",Planilha,4,4,0,0,0,0,0,0,0,316,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K341560B440BD,"K34 15X6,0 4X100 ET40 BLACK DIAMOND F.L",Planilha,3,3,0,4,0,0,0,4,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K341560D440BD,"K34 15X6,0 4X108 ET40 BLACK DIAMOND F.L",Planilha,1,1,0,4,0,0,0,12,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K541560O436HG,"K54 15X6,0 4X100/108 ET36 HYPER GLOSS",Planilha,3,3,0,0,0,0,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K541560W536HG,"K54 15X6,0 5X100/112 ET36 HYPER GLOSS",Planilha,4,4,0,0,0,0,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K561770O438HD,"K56 17X7,0 4X100/108 ET38 HYPER DIAM F.L",Planilha,23,23,0,0,0,6,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K571575B432B,"K57 15X7,5 4X100 ET32 BLACK",Planilha,32,32,0,8,0,28,0,4,4,384,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K571575B432GD,"K57 15X7,5 4X100 ET32 GRAPHITE DIAMANTAD",Planilha,8,8,0,12,0,12,0,8,4,384,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K571575B432HD,"K57 15X7,5 4X100 ET32 HYPER DIAMOND",Planilha,0,0,16,0,8,0,16,0,4,358,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K581740F55B,"K58 17X4,0 5X112 ET5 BLACK",Planilha,38,38,0,26,0,33,4,4,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K581740G55B,"K58 17X4,0 5X114,3 ET5 BLACK",Planilha,0,0,0,0,24,0,1,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K581740L55B,"K58 17X4,0 5X120 ET5 BLACK",Planilha,24,24,0,7,0,25,12,1,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K601560B436B,"K60 15X6,0 4X100 ET36 BLACK F.L",Planilha,8,8,0,0,0,0,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K601560B436BD,"K60 15X6,0 4X100 ET36 BLACK DIAMOND F.L",Planilha,6,6,0,0,0,6,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K601560D436BD,"K60 15X6,0 4X108 ET36 BLACK DIAM F.L",Planilha,3,3,0,4,0,0,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K631560B432B,"K63 15X6,0 4X100 ET32 BLACK",Planilha,4,4,0,0,0,0,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K631560B432BD,"K63 15X6,0 4X100 ET32 BLACK DIAMOND",Planilha,9,9,0,0,0,4,0,0,4,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K631560B432HG,"K63 15X6,0 4X100 ET32 HYPER GLOSS",Planilha,4,4,0,0,0,0,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K631560D432B,"K63 15X6,0 4X108 ET32 BLACK",Planilha,4,4,0,0,0,4,0,4,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K631560D432BD,"K63 15X6,0 4X108 ET32 BLACK DIAMOND",Planilha,4,4,0,8,0,0,0,0,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K631560F532BD,"K63 15X6,0 5X112 ET32 BLACK DIAMOND",Planilha,0,0,0,0,0,20,0,4,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K631770B432BD,"K63 17X7,0 4X100 ET32 BLACK DIAMOND",Planilha,0,0,4,0,4,0,8,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K631770B532BD,"K63 17X7,0 5X100 ET32 BLACK DIAMOND",Planilha,4,4,0,0,0,0,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K631770D432BD,"K63 17X7,0 4X108 ET32 BLACK DIAMOND",Planilha,8,8,0,0,0,0,0,4,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K631770G532BD,"K63 17X7,0 5X114 ET32 BLACK DIAMOND",Planilha,0,0,0,4,0,0,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K632080D535BD,"K63 20X8,0 5X108 ET 35 BLACK DIAM F.L",Planilha,1,1,0,0,0,0,0,0,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K632080G535BD,"K63 20X8,0 5X114,3 ET35 BLACK DIAM F.L",Planilha,1,1,0,0,0,0,0,0,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K632080G535BG,"K63 20X8,0 5X114,3 ET35 BLACK GLOSS F.L",Planilha,4,4,0,0,0,0,0,0,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K641460B430BD,"K64 14X6,0 4X100 ET30 BLACK DIAMOND",Planilha,13,13,0,7,0,4,0,0,0,316,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K641460D430BD,"K64 14X6,0 4X108 ET30 BLACK DIAMOND",Planilha,0,0,0,0,0,0,0,0,0,316,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K641560B436BD,"K64 15X6,0 4X100 ET36 BLACK DIAMOND",Planilha,4,4,0,0,0,0,0,0,4,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K671770B440BD,"K67 17X7,0 4X100 ET40 BLACK DIAMOND F.L",Planilha,8,8,0,8,0,9,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K671770B540BD,"K67 17X7,0 5X100 ET40 BLACK DIAM F.L",Planilha,7,7,0,0,0,8,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K671770D440BD,"K67 17X7,0 4X108 ET40 BLACK DIAMOND F.L",Planilha,0,0,0,0,0,0,0,4,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K671770G540BD,"K67 17X7,0 5X114 ET40 BLACK DIAMOND F.L",Planilha,9,9,0,4,0,4,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K671880B540BD,"K67 18X8,0 5X100 ET40 BLACK DIAM F.L",Planilha,3,3,0,4,0,0,0,0,0,598,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K671880C540B,"K67 18X8,0 5X105 ET40 BLACK F.L",Planilha,4,4,0,0,0,0,0,0,0,598,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K671880C540BD,"K67 18X8,0 5X105 ET40 BLACK DIAMOND F.L",Planilha,0,0,0,4,0,4,0,0,0,598,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K672080F540GD,"K67 20X8,0 5X112 ET40 GRAPHITE DIAM F.L",Planilha,0,0,0,0,0,0,0,0,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K672080G540B,"K67 20X8,0 5X114 ET40 BLACK F.L",Planilha,1,1,0,0,0,0,0,0,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K672080L537BD,K67 20X8 5X120 ET37 BLACK DIAMOND F.L,Planilha,0,0,0,4,0,4,0,0,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711355A4A36BD,"K71 13X5,5 4x98 A ET36 BLACK DIAMOND",Planilha,0,0,16,0,4,8,0,0,0,290,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711355B4A36BD,"K71 13X5,5 4X100 A ET36 BLACK DIAMOND",Planilha,18,18,0,8,0,24,4,8,0,290,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711355D4A36BD,"K71 13X5,5 4X108 A ET36 BLACK DIAMOND",Planilha,4,4,0,4,0,0,0,16,0,290,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711460A436BD,"K71 14X6,0 4X98 ET36 BLACK DIAMOND",Planilha,28,28,0,16,0,4,0,13,0,316,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711460B436BD,"K71 14X6,0 4X100 ET36 BLACK DIAMOND",Planilha,44,44,0,12,0,52,0,20,0,316,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711460D436BD,"K71 14X6,0 4X108 ET36 BLACK DIAMOND",Planilha,24,24,0,8,0,12,0,4,0,316,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711560B438BD,"K71 15X6,0 4X100 ET38 BLACK DIAMOND",Planilha,71,71,0,14,0,44,0,3,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711560B538BD,"K71 15X6,0 5X100 ET38 BLACK DIAMOND",Planilha,20,20,0,8,0,12,0,8,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711560D438BD,"K71 15X6,0 4X108 ET38 BLACK DIAMOND",Planilha,4,4,0,0,0,0,0,1,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711760B442BD,"K71 17X6,0 4X100 ET42 BLACK DIAMOND",Planilha,27,27,0,8,0,8,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711760B542BD,"K71 17X6,0 5X100 ET42 BLACK DIAMOND",Planilha,1,1,0,4,0,5,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711770B540BD,"K71 17X7,0 5X100 ET40 BLACK DIAMOND F.L",Planilha,3,3,0,0,0,0,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711770F540BD,"K71 17X7,0 5X112 ET40 BLACK DIAMOND F.L",Planilha,0,0,0,8,0,0,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711860B542BD,K71 18X6 5X100 ET42 BLACK DIAMOND F.L,Planilha,0,0,0,0,0,4,0,0,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711870B440BD,"K71 18X7,0 4X100 ET40 BLACK DIAMOND F.L",Planilha,5,5,0,0,0,0,0,0,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711870B540BD,"K71 18X7,0 5X100 ET40 BLACK DIAMOND F.L",Planilha,4,4,0,4,0,4,0,0,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711870C540BD,"K71 18X7,0 5X105 ET40 BLACK DIAMOND F.L",Planilha,3,3,0,0,0,4,0,0,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K711870F540BD,"K71 18X7,0 5X112 ET 40 BLACK DIAMOND F.L",Planilha,0,0,0,0,0,0,0,4,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K721560B438BD,"K72 15X6,0 4X100 ET38 BLACK DIAMOND",Planilha,19,19,0,20,0,18,0,8,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K721560B538BD,"K72 15X6,0 5X100 ET38 BLACK DIAMOND",Planilha,23,23,0,12,0,8,0,8,0,354,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K721770B440BD,"K72 17X7,0 4X100 ET40 BLACK DIAMOND",Planilha,17,17,0,4,0,12,0,8,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K721770B540BD,"K72 17X7,0 5X100 ET40 BLACK DIAMOND",Planilha,8,8,0,8,0,16,0,8,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K721770F545BD,"K72 17X7,0 5X112 ET45 BLACK DIAMOND",Planilha,8,8,0,0,0,8,0,4,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731760B4A42BD,"K73 17X6,0 4X100 ET42 A BLACK DIAMOND",Planilha,10,10,0,8,0,8,0,6,6,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731760B5A42B,"K73 17X6,0 5X100 ET42 A  BLACK",Planilha,0,0,0,12,0,4,4,7,1,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731760B5A42BD,"K73 17X6,0 5X100 ET42 A BLACK DIAMOND",Planilha,0,0,0,0,4,0,8,1,3,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731770B4A40BD,"K73 17X7,0 4X100 ET40 A BLACK DIAMOND",Planilha,13,13,0,3,0,8,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731770B5A40B,"K73 17X7,0 5X100 ET40 BLACK",Planilha,4,4,0,4,0,0,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731770B5A40BD,"K73 17X7,0 5X100 ET40 BLACK DIAMOND",Planilha,0,0,4,0,4,0,4,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731770C5A40BD,"K73 17X7,0 5X105 ET40 BLACK DIAMOND",Planilha,4,4,0,0,0,0,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731770D5A40BD,"K73 17X7,0 5X108 ET40 BLACK DIAMOND",Planilha,4,4,0,0,0,0,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731770F5A45B,"K73 17X7,0 5X112 ET45 BLACK",Planilha,0,0,0,4,0,0,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731770F5A45BD,"K73 17X7,0 5X112 ET45 BLACK DIAMOND",Planilha,0,0,0,4,0,0,4,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731770G5A40BD,"K73 17X7,0 5X114 ET40 BLACK DIAMOND",Planilha,0,0,0,4,0,0,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731860B442B,"K73 18X6,0 4X100 ET42 A BLACK",Planilha,0,0,0,3,0,0,0,8,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731860B442BD,"K73 18X6,0 4X100 ET42 A BLACK DIAMOND",Planilha,0,0,0,1,3,0,4,4,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731860D442BD,"K73 18X6,0 4X108 ET42 A BLACK DIAMOND",Planilha,0,0,4,3,5,0,0,4,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731870B540B,"K73 18X7,0 5X100 ET40 A BLACK",Planilha,0,0,0,0,0,4,0,0,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731870B540BD,"K73 18X7,0 5X100 ET40 A BLACK DIAMOND",Planilha,4,4,0,4,0,4,0,0,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731870C540B,"K73 18X7,0 5X105 ET40 A BLACK",Planilha,12,12,0,4,0,8,0,4,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731870C5A40BD,"K73 18X7,0 5X105 ET40 BLACK DIAMOND",Planilha,4,4,0,4,0,0,0,4,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731870D540B,"K73 18X7,0 5X108 A ET40 A BLACK",Planilha,0,0,0,4,0,2,2,0,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731870D5A40BD,"K73 18X7,0 5X108 ET40 BLACK DIAMOND",Planilha,8,8,0,0,0,0,0,0,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731870E5A40BD,"K73 18X7,0 5X110 ET40 BLACK DIAMOND",Planilha,8,8,0,0,0,0,0,0,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731870F545B,"K73 18X7,0 5X112 ET45 BLACK",Planilha,0,0,0,0,0,4,0,0,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731870F5A45BD,"K73 18X7,0 5X112 A ET45 BLACK DIAMOND",Planilha,8,8,0,0,0,8,0,4,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K731870G540B,"K73 18X7,0 5X114,3 ET40 BLACK",Planilha,3,3,0,0,0,0,0,4,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K732080B540BD,"K73 20X8,0 5X100 ET40 BLACK DIAMOND",Planilha,4,4,0,2,2,3,0,8,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K732080C540BD,"K73 20X8,0 5X105 ET40 BLACK DIAMOND",Planilha,4,4,0,0,0,0,0,0,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K732080D540BD,"K73 20X8,0 5X108 ET40 BLACK DIAMOND",Planilha,4,4,0,0,0,0,0,2,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K732080E540B,"K73 20X8,0 5X110 ET40 BLACK",Planilha,4,4,0,0,0,0,0,4,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K732080F545B,"K73 20X8,0 5X112 ET45 BLACK",Planilha,12,12,0,4,0,4,0,4,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K732080F545BD,"K73 20X8,0 5X112 ET45 A BLACK DIAMOND",Planilha,0,0,0,0,0,0,0,0,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K732080G540B,"K73 20X8,0 5X114 ET40 A BLACK",Planilha,8,8,0,4,0,4,0,4,0,726,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K741770B5A35BD,"K74 17X7,0 5X100 ET35 BLACK DIAMOND F.L",Planilha,2,2,0,0,0,0,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K741770F5A35GD,"K74 17X7,0 5X112 ET35 GRAPHITE DIAM F.L",Planilha,4,4,0,0,0,8,0,0,0,489,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K751870C5A40BD,"K75 18X7,0 5X105 ET40 BLACK DIAMOND F.L",Planilha,4,4,0,0,0,0,0,0,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
K751870C5A40GD,"K75 18X7,0 5X105 ET40 GRAPHITE DIAM F.L",Planilha,0,0,0,4,0,4,0,4,0,571,5ff708b0-fe6a-4cb2-8f75-ac38360c88fd
